StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Welcome,Age,Gender,Race,Location,AudioCheck,Video_Control_Time_First Click,Video_Control_Time_Last Click,Video_Control_Time_Page Submit,Video_Control_Time_Click Count,Video_Treatment_Time_First Click,Video_Treatment_Time_Last Click,Video_Treatment_Time_Page Submit,Video_Treatment_Time_Click Count,Personal_Views_Confident,Personal_Views_Beautiful,Personal_Views_Beauty_Importance,Personal_Views_Relate_To_Model,Passion_i_identify_1,Passion_i_prefer_1,Passion_o_prefer_1,Passion_validate_1,Passion_i_identify_2,Passion_i_prefer_2,Passion_o_prefer_2,Passion_validate_2,Coffee_i_identify_1,Coffee_i_prefer_1,Coffee_o_prefer_1,Coffe_validate_1,Coffee_i_identify_2,Coffee_i_prefer_2,Coffee_o_prefer_2,Coffee_validate_2,Couple_i_identify_1,Couple_i_prefer_1,Couple_o_prefer_1,Couple_validate_1,Couple_i_identify_2,Couple_i_prefer_2,Couple_o_prefer_2,Couple_validate_2,Work_i_identify_1,Work_i_prefer_1,Work_o_prefer_1,Work_validate_1,work_i_identify_2,Work_i_prefer_2,Work_o_prefer_2,Work_validate_2,FIt_i_identify_1,Fit_i_prefer_1,Fit_o_prefer_1,Fit_validate_1,Fit_i_identify_2,Fit_i_prefer_2,Fit_o_prefer_2,Fit_validate_2,Group,Q9_6_TEXT - Topics
2017-07-18 15:57:07,2017-07-18 16:04:09,IP Address,157.50.14.165,100,421,True,2017-07-18 16:04:10,R_3qpxTPhLDFCWUNz,,,,,13.083297729492,80.283294677734,anonymous,EN,I agree,25 - 34,Female,American Indian or Alaska Native,Texas,Pineapple,3.716,48.128,48.866,9,,,,,Disagree,Agree,Agree,Disagree,,,,,Ad 2,Ad 2,Ad 2,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Control,
2017-07-18 15:59:59,2017-07-18 16:04:14,IP Address,70.188.193.212,100,255,True,2017-07-18 16:04:15,R_1nYLXgWmaQ0YuTj,,,,,37.751007080078,-97.821998596191,anonymous,EN,I agree,25 - 34,Female,White,Arizona,Pineapple,,,,,0,0,178.941,0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Ad 2,Ad 2,Ad 2,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Treatment,
2017-07-18 16:01:02,2017-07-18 16:04:26,IP Address,174.140.64.232,100,203,True,2017-07-18 16:04:27,R_DAYUiJ5jDDdvz2h,,,,,39.893707275391,-79.749198913574,anonymous,EN,I agree,55 - 64,Male,White,Pennsylvania,Pineapple,,,,,0,0,38.634,0,Agree,Disagree,Disagree,Strongly disagree,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 1,Ad 1,Ad 2,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 1,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Treatment,
2017-07-18 16:00:40,2017-07-18 16:04:29,IP Address,68.98.72.178,100,228,True,2017-07-18 16:04:29,R_ZHOhwF0IJk8OHF7,,,,,33.422302246094,-111.82260131836,anonymous,EN,I agree,55 - 64,Female,White,Arizona,Pineapple,0,0,35.469,0,,,,,Agree,,Agree,Disagree,Ad 1,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 2,Ad 2,Ad 2,Ad 2,,,,,Ad 2,Ad 2,Ad 2,Ad 2,,,,,Ad 2,Ad 2,Ad 2,Ad 2,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Control,
2017-07-18 15:59:48,2017-07-18 16:04:33,IP Address,68.199.151.222,100,284,True,2017-07-18 16:04:35,R_3Lheg8sIducXWkn,,,,,40.583297729492,-73.924003601074,anonymous,EN,I agree,25 - 34,Male,White,New York,Pineapple,,,,,0,0,64.817,0,Agree,Disagree,Disagree,Disagree,,,,,Ad 2,Ad 1,Ad 1,Ad 2,Ad 1,Ad 1,Ad 2,Ad 1,,,,,Ad 1,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Treatment,
2017-07-18 15:59:47,2017-07-18 16:04:46,IP Address,70.103.180.85,100,298,True,2017-07-18 16:04:46,R_3lKyrnivgFugjgW,,,,,40.393005371094,-111.78379821777,anonymous,EN,I agree,25 - 34,Male,White,Utah,Pineapple,,,,,0,0,36.706,0,Agree,Agree,Agree,Disagree,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 1,Ad 2,Ad 1,,,,,,,,,Ad 1,Ad 2,Ad 2,Ad 2,,,,,Ad 2,Ad 2,Ad 1,Ad 2,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Treatment,
2017-07-18 16:00:20,2017-07-18 16:04:49,IP Address,12.38.35.163,100,268,True,2017-07-18 16:04:49,R_3fSONAm3VmRYJxL,,,,,28.553497314453,-81.300399780273,anonymous,EN,I agree,25 - 34,Male,"White,Black or African American,Other",Florida,Pineapple,0,0,33.787,0,,,,,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Ad 1,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Control,
2017-07-18 16:00:18,2017-07-18 16:04:52,IP Address,108.238.168.46,100,273,True,2017-07-18 16:04:53,R_1f9RzTtvzSk1NZT,,,,,33.925094604492,-118.20320129395,anonymous,EN,I agree,35 - 44,Male,White,California,Pineapple,,,,,0,0,39.613,0,Strongly Agree,Strongly Agree,Agree,Disagree,Ad 2,Ad 2,Ad 2,Ad 1,,,,,,,,,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Treatment,
2017-07-18 15:57:48,2017-07-18 16:04:57,IP Address,75.107.205.5,100,428,True,2017-07-18 16:04:57,R_1jBxA4829Q23YuW,,,,,29.757705688477,-82.849601745605,anonymous,EN,I agree,45 - 54,Female,White,Florida,Pineapple,,,,,36.376,36.376,36.926,1,Agree,Agree,Agree,Agree,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Ad 1,Ad 1,Ad 2,Ad 1,,,,,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Ad 1,Ad 1,Ad 2,Ad 1,,,,,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Treatment,
2017-07-18 16:00:42,2017-07-18 16:04:59,IP Address,67.255.72.111,100,256,True,2017-07-18 16:04:59,R_3FVAdMBswT06RMt,,,,,44.146194458008,-70.343902587891,anonymous,EN,I agree,25 - 34,Male,White,Maine,Pineapple,0,0,55.401,0,,,,,Disagree,Disagree,Disagree,Disagree,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Control,
2017-07-18 16:00:50,2017-07-18 16:05:16,IP Address,76.177.195.186,100,265,True,2017-07-18 16:05:17,R_3qWoOAIwRuERi7e,,,,,37.645401000977,-84.817100524902,anonymous,EN,I agree,25 - 34,Male,White,Kentucky,Pineapple,,,,,0,0,36.587,0,Agree,Disagree,Disagree,Disagree,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Ad 2,Ad 1,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Treatment,
2017-07-18 16:01:35,2017-07-18 16:05:38,IP Address,98.247.176.65,100,242,True,2017-07-18 16:05:39,R_1NtePgFJLlfUYWo,,,,,48.686096191406,-122.41040039062,anonymous,EN,I agree,45 - 54,Female,"White,American Indian or Alaska Native",Washington,Pineapple,,,,,0,0,36.578,0,Strongly disagree,Disagree,Disagree,Strongly Agree,,,,,Ad 1,Ad 1,Ad 2,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Treatment,
2017-07-18 16:03:21,2017-07-18 16:05:55,IP Address,69.47.97.100,100,154,True,2017-07-18 16:05:56,R_1FmleoRd99Idt0d,,,,,40.009094238281,-82.981399536133,anonymous,EN,I agree,18 - 24,Female,White,Ohio,Pineapple,,,,,1.789,1.789,35.222,1,Agree,Agree,Strongly disagree,Agree,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Ad 2,Ad 2,Ad 2,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 2,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Treatment,
2017-07-18 16:01:46,2017-07-18 16:06:21,IP Address,75.173.76.184,100,275,True,2017-07-18 16:06:22,R_20UPq3MXtoNLA2S,,,,,35.178894042969,-106.58869934082,anonymous,EN,I agree,35 - 44,Female,White,New Mexico,Pineapple,0,0,38.319,0,,,,,Disagree,Disagree,Agree,Agree,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,,,,,,,,,Ad 1,Ad 2,Ad 2,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Control,
2017-07-18 16:00:16,2017-07-18 16:06:20,IP Address,50.25.101.87,100,364,True,2017-07-18 16:06:21,R_28Y6On1iPeFllEx,,,,,35.237503051758,-77.615097045898,anonymous,EN,I agree,55 - 64,Male,Black or African American,North Carolina,Pineapple,20.038,20.038,55.545,1,,,,,Strongly Agree,Agree,Disagree,Disagree,,,,,Ad 1,Ad 1,Ad 2,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 1,Ad 2,Ad 1,Ad 2,,,,,Ad 2,Ad 2,Ad 1,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Control,
2017-07-18 16:02:49,2017-07-18 16:06:33,IP Address,68.192.192.171,100,224,True,2017-07-18 16:06:34,R_27exqNwbNudoWIH,,,,,40.87190246582,-73.434700012207,anonymous,EN,I agree,18 - 24,Male,Other,New York,Pineapple,0,0,34.272,0,,,,,Strongly Agree,Strongly Agree,Agree,Agree,Ad 2,Ad 2,Ad 2,Ad 1,,,,,,,,,Ad 1,Ad 2,Ad 2,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 1,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Control,
2017-07-18 16:03:42,2017-07-18 16:06:49,IP Address,190.205.77.124,100,187,True,2017-07-18 16:06:49,R_31zwQeyRRXPhwqN,,,,,8,-66,anonymous,EN,I agree,25 - 34,Male,White,Florida,Pineapple,,,,,0,0,39.18,0,Strongly Agree,Disagree,Strongly Agree,Disagree,,,,,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 2,Ad 2,,,,,Ad 2,Ad 2,Ad 2,Ad 2,,,,,,,,,Treatment,
2017-07-18 16:04:41,2017-07-18 16:06:59,IP Address,107.142.176.135,100,137,True,2017-07-18 16:06:59,R_3IbM9MGlmFwbNtL,,,,,41.583404541016,-87.5,anonymous,EN,I agree,25 - 34,Male,White,Indiana,Pineapple,0,0,72.953,0,,,,,Strongly disagree,Disagree,Agree,Strongly disagree,Ad 1,Ad 1,Ad 2,Ad 1,,,,,Ad 1,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 2,Ad 1,Ad 2,,,,,Ad 1,Ad 1,Ad 2,Ad 2,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Control,
2017-07-18 16:04:22,2017-07-18 16:07:09,IP Address,71.9.22.214,100,166,True,2017-07-18 16:07:09,R_2SCtz3eZ3vrU8lb,,,,,40.541198730469,-119.58689880371,anonymous,EN,I agree,45 - 54,Female,"White,American Indian or Alaska Native",Nevada,Pineapple,0,0,32.882,0,,,,,Strongly Agree,Strongly Agree,Strongly disagree,Disagree,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Control,
2017-07-18 16:03:55,2017-07-18 16:07:17,IP Address,70.180.157.173,100,202,True,2017-07-18 16:07:18,R_3sceOwgMQYD6owB,,,,,36.111297607422,-115.27909851074,anonymous,EN,I agree,25 - 34,Female,White,Nevada,Pineapple,0,0,37.837,0,,,,,Disagree,Agree,Agree,Disagree,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Ad 2,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Control,
2017-07-18 16:02:40,2017-07-18 16:07:26,IP Address,74.130.144.133,100,285,True,2017-07-18 16:07:26,R_3RaMA2yaU6Pn6er,,,,,38.400405883789,-85.772499084473,anonymous,EN,I agree,35 - 44,Female,Black or African American,Indiana,Pineapple,38.896,38.896,39.759,1,,,,,Agree,Agree,Agree,Strongly disagree,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Ad 2,Ad 1,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Ad 2,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Control,
2017-07-18 16:04:02,2017-07-18 16:07:50,IP Address,107.146.199.161,100,228,True,2017-07-18 16:07:51,R_22RB55H8OZcy2Cw,,,,,35.188003540039,-119.21620178223,anonymous,EN,I agree,25 - 34,Male,White,California,Pineapple,,,,,0,0,34.04,0,Strongly disagree,Disagree,Agree,Agree,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Treatment,
2017-07-18 16:04:00,2017-07-18 16:08:20,IP Address,68.192.192.171,100,259,True,2017-07-18 16:08:21,R_2CUtRSnAbb2OTLG,,,,,40.87190246582,-73.434700012207,anonymous,EN,I agree,18 - 24,Male,White,New York,Pineapple,0,0,32.313,0,,,,,Strongly Agree,Strongly Agree,Disagree,Disagree,Ad 2,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 2,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Control,
2017-07-18 16:06:24,2017-07-18 16:08:57,IP Address,73.231.167.137,100,153,True,2017-07-18 16:08:58,R_1rxcYvvjLnvxtud,,,,,37.30419921875,-122.09460449219,anonymous,EN,I agree,55 - 64,Male,White,California,Pineapple,0,0,34.704,0,,,,,Strongly Agree,Disagree,Disagree,Disagree,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Ad 1,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Control,
2017-07-18 16:05:02,2017-07-18 16:09:18,IP Address,98.238.190.195,100,256,True,2017-07-18 16:09:19,R_3hllnSMq3YF06gk,,,,,38.692596435547,-121.26899719238,anonymous,EN,I agree,45 - 54,Female,"White,Black or African American",California,Pineapple,0,0,35.903,0,,,,,Disagree,Agree,Agree,Disagree,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Control,
2017-07-18 16:06:30,2017-07-18 16:09:21,IP Address,68.0.199.33,100,170,True,2017-07-18 16:09:22,R_2amfq0HKZZbWOM4,,,,,41.775894165039,-72.521499633789,anonymous,EN,I agree,25 - 34,Male,White,Connecticut,Pineapple,,,,,0,0,34.744,0,Agree,Agree,Disagree,Agree,,,,,Ad 1,Ad 1,Ad 2,Ad 2,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 2,Ad 2,Ad 2,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Treatment,
2017-07-18 16:04:33,2017-07-18 16:09:26,IP Address,162.251.167.74,100,293,True,2017-07-18 16:09:28,R_2wEud4aSUVtNxBx,,,,,34.072906494141,-118.2606048584,anonymous,EN,I agree,65 - 74,Female,White,Oregon,Pineapple,,,,,0,0,43.965,0,Agree,Agree,Strongly Agree,Agree,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,,,,,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Treatment,
2017-07-18 16:06:35,2017-07-18 16:09:40,IP Address,69.179.5.26,100,184,True,2017-07-18 16:09:40,R_2zNg03p3VG9rRq8,,,,,44.276092529297,-90.796203613281,anonymous,EN,I agree,25 - 34,Male,White,Wisconsin,Pineapple,2.847,2.847,34.085,1,,,,,Agree,Disagree,Disagree,Disagree,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 2,Ad 1,Ad 2,,,,,Ad 1,Ad 2,Ad 2,Ad 2,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,Ad 1,,,,,Control,
2017-07-18 16:07:25,2017-07-18 16:09:55,IP Address,24.60.135.148,100,150,True,2017-07-18 16:09:56,R_6SC4vlQ5fl2TZT3,,,,,42.940307617188,-71.443496704102,anonymous,EN,I agree,25 - 34,Male,White,New Hampshire,Pineapple,,,,,0,0,33.373,0,Agree,Agree,Disagree,Disagree,Ad 1,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 2,Ad 2,Ad 2,,,,,Ad 1,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Treatment,
2017-07-18 16:07:36,2017-07-18 16:10:46,IP Address,72.83.18.161,100,189,True,2017-07-18 16:10:46,R_2YtvlLxSnMOHPkj,,,,,38.641906738281,-77.346298217773,anonymous,EN,I agree,35 - 44,Female,White,Virginia,Pineapple,,,,,3.927,32.053,33.555,3,Agree,Agree,Disagree,Strongly Agree,Ad 2,Ad 2,Ad 2,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Ad 1,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Treatment,
2017-07-18 16:08:01,2017-07-18 16:10:52,IP Address,70.187.151.183,100,171,True,2017-07-18 16:10:53,R_3nDgYROxPOSn7Xg,,,,,33.605102539062,-117.64399719238,anonymous,EN,I agree,25 - 34,Female,White,California,Pineapple,0,0,34.486,0,,,,,Agree,Agree,Disagree,Agree,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Control,
2017-07-18 16:06:31,2017-07-18 16:11:06,IP Address,45.50.100.121,100,274,True,2017-07-18 16:11:07,R_simTWbMNECpuYsV,,,,,33.754501342773,-117.94639587402,anonymous,EN,I agree,35 - 44,Male,Asian,California,Pineapple,,,,,35.554,35.554,36.988,1,Agree,Agree,Agree,Disagree,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 2,Ad 2,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Treatment,
2017-07-18 16:08:13,2017-07-18 16:11:14,IP Address,76.175.112.2,100,180,True,2017-07-18 16:11:14,R_e2soXhtRiDQ137X,,,,,34.009292602539,-118.25839996338,anonymous,EN,I agree,18 - 24,Male,White,California,Pineapple,,,,,0,0,34.428,0,Agree,Agree,Agree,Disagree,,,,,Ad 2,Ad 1,Ad 1,Ad 2,,,,,Ad 1,Ad 1,Ad 2,Ad 2,,,,,Ad 2,Ad 1,Ad 1,Ad 2,,,,,Ad 2,Ad 1,Ad 1,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Treatment,
2017-07-18 16:07:25,2017-07-18 16:11:34,IP Address,75.110.142.75,100,248,True,2017-07-18 16:11:34,R_6kYnBtjp2Ri40F3,,,,,35.142700195312,-77.16300201416,anonymous,EN,I agree,18 - 24,Female,White,North Carolina,Pineapple,,,,,0,0,34.275,0,Agree,Strongly Agree,Strongly Agree,Agree,,,,,Ad 2,Ad 2,Ad 1,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Treatment,
2017-07-18 16:09:40,2017-07-18 16:11:52,IP Address,75.128.62.146,100,131,True,2017-07-18 16:11:52,R_31pJya7IbXdezmz,,,,,34.062698364258,-117.88960266113,anonymous,EN,I agree,18 - 24,Male,Asian,California,Pineapple,10.304,10.304,32.122,1,,,,,Agree,Agree,Agree,Agree,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Ad 2,Ad 2,Ad 2,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Control,
2017-07-18 16:08:32,2017-07-18 16:11:55,IP Address,162.199.92.199,100,202,True,2017-07-18 16:11:55,R_1CvGYJ5XFFmIeN5,,,,,37.301300048828,-121.8078994751,anonymous,EN,I agree,25 - 34,Male,Asian,California,Pineapple,,,,,2.515,2.515,37.527,1,Agree,Disagree,Disagree,Strongly disagree,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Ad 1,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Treatment,
2017-07-18 16:08:46,2017-07-18 16:12:17,IP Address,75.190.84.189,100,210,True,2017-07-18 16:12:17,R_2wRz6mJijli1aQC,,,,,35.882598876953,-80.896697998047,anonymous,EN,I agree,35 - 44,Male,White,North Carolina,Pineapple,0,0,35.762,0,,,,,Disagree,Disagree,Disagree,Disagree,Ad 1,Ad 1,Ad 1,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 2,Ad 2,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,Ad 1,,,,,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Control,
2017-07-18 16:09:19,2017-07-18 16:12:41,IP Address,75.41.110.48,100,201,True,2017-07-18 16:12:41,R_1gBhDHjUYrE6Upm,,,,,42.319396972656,-83.26789855957,anonymous,EN,I agree,25 - 34,Male,White,Michigan,Pineapple,0,0,44.746,0,,,,,Strongly Agree,Agree,Strongly disagree,Strongly disagree,,,,,Ad 2,Ad 2,Ad 1,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 2,Ad 2,Ad 2,Ad 2,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Control,
2017-07-18 16:08:42,2017-07-18 16:12:55,IP Address,72.239.161.20,100,253,True,2017-07-18 16:12:55,R_By6A09koS3ci2Fb,,,,,28.607894897461,-81.30549621582,anonymous,EN,I agree,25 - 34,Female,White,Florida,Pineapple,,,,,3.728,3.728,36.895,1,Disagree,Disagree,Agree,Strongly disagree,Ad 2,Ad 2,Ad 2,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,,,,,,,,,Ad 1,Ad 2,Ad 2,Ad 2,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Treatment,
2017-07-18 16:10:26,2017-07-18 16:13:03,IP Address,66.227.173.93,100,156,True,2017-07-18 16:13:03,R_1K0AVONBY4ZGkqq,,,,,46.409103393555,-84.353698730469,anonymous,EN,I agree,25 - 34,Female,White,Michigan,Pineapple,4.301,40.038,40.472,2,,,,,Disagree,Strongly disagree,Agree,Agree,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Ad 2,Ad 2,Ad 2,Ad 1,,,,,Ad 1,Ad 1,Ad 2,Ad 1,,,,,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Ad 1,Ad 1,Ad 1,Ad 1,,,,,Control,
2017-07-18 16:10:01,2017-07-18 16:13:44,IP Address,99.140.90.236,100,222,True,2017-07-18 16:13:44,R_7VPXXl9vb4ft1Dj,,,,,41.650207519531,-81.453300476074,anonymous,EN,I agree,55 - 64,Female,Black or African American,Ohio,Pineapple,0,0,36.355,0,,,,,Strongly Agree,Strongly Agree,Agree,Agree,,,,,Ad 1,Ad 1,Ad 2,Ad 2,,,,,Ad 2,Ad 2,Ad 2,Ad 2,,,,,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,,,,,,,,,Ad 2,Ad 2,Ad 1,Ad 2,Control,
2017-07-18 16:11:30,2017-07-18 16:14:51,IP Address,72.92.209.239,100,201,True,2017-07-18 16:14:52,R_22LiUUos93LRKWh,,,,,42.095199584961,-80.092796325684,anonymous,EN,I agree,65 - 74,Female,White,Pennsylvania,Pineapple,0,0,35.486,0,,,,,Agree,Disagree,Agree,Disagree,,,,,Ad 1,Ad 1,Ad 1,Ad 2,Ad 2,Ad 2,Ad 2,Ad 1,,,,,,,,,Ad 1,Ad 1,Ad 1,Ad 2,,,,,Ad 2,Ad 2,Ad 2,Ad 2,,,,,Ad 2,Ad 2,Ad 2,Ad 2,Control,
